itemName,type,meal,location,ingredients
CORN CHOWDER SOUP,SOUPS,Dinner,Busch,"MILK 2% 5Gal, POTATO DICED FRESH, VEG FRZ CORN CUT SWEET 30#, WATER FRESH, PRD CELERY PASCAL, PRD ONION SPANISH DRY, VEG CORN CREAMED, BASE VEGETABLE *GOLDEN* RC (SALT, DEHYDRATED VEGETABLES (ONION, TOMATO, CARROT, CELERY, BELL PEPPER, CARROT JUICE, GREEN LEEK), SUGAR, AUTOLYZED YEAST EXTRACT, MALTODEXTRIN, PALM OIL, GARLIC POWDER, SPICES, DISODIUM INOSINATE, DISODIUM GUANYLATE, TURMERIC EXTRACT (COLOR), AND NATURAL FLAVORS.), FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), SALT"
BURGER SIDES,DELI BAR ENTREE,Dinner,Busch,"PRD TOMATO LARGE (6x6), CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), PRD LETTUCE SHREDDED, CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), PICKLE CHIPS DILL Kr Cut TUB, PRD ONION RED"
GRILLED CHICKEN MONTREAL,DELI BAR ENTREE,Dinner,Busch,"CHICKEN CUTLET 4oz OFF/SK FRSH, OIL OLIVE 25%/75%, SPICE MONTREAL CHICKEN (GARLIC, SALT, ONION, SPICES (INCLUDING BLACK PEPPER, RED PEPPER, PAPRIKA), ORANGE PEEL, GREEN BELL PEPPER, AND SULFITING AGENT.)"
GRILLED VEGETABLES,DELI BAR ENTREE,Dinner,Busch,"PRD EGGPLANT CASE, PRD SQUASH YELLOW, PRD SQUASH ZUCCHINI 20#, PRD PEPPER GREEN LARGE, PRD PEPPER RED * AVG 22/25#, PRD ONION SPANISH DRY, OIL OLIVE 25%/75%, BLACK PEPPER, KOSHER SALT"
ITALIAN THREE FOOT SUB,DELI BAR ENTREE,Dinner,Busch,"BREAD SUB 3 FT (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,), PRD TOMATO LARGE (6x6), PRD LETTUCE SHREDDED, PEPPERONI SLICING 3 INCH (PORK, BEEF, SALT, CONTAINS 2% OR LESS OF WATER, DEXTROSE, SPICES, SODIUM ASCORBATE, FLAVORING, OLEORESIN OF PAPRIKA, LACTIC ACID STARTER CULTURE, GARLIC POWDER, SODIUM NITRITE, BHA, BHT, CITRIC ACID.), CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), THUMANN HAM CAPICOLA HOT -(DRY) (HAM, CURED WITH WATER, SALT, DEXTROSE, CORN SYRUP, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRATE, FLAVORINGS. COATED WITH SPICES, DEXTROSE, PAPRIKA.), SALAMI GENOA (PORK, BEEF, SALT, CONTAINS 2% OR LESS OF DEXTROSE, WATER, SPICES, SODIUM ASCORBATE, LACTIC ACID STARTER CULTURE, GARLIC POWDER, SODIUM NITRITE, BHA, BHT, CITRIC ACID.), PRD ONION SPANISH DRY"
TURKEY THREE FOOT SUB,DELI BAR ENTREE,Dinner,Busch,"BREAD SUB 3 FT (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,), TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), PRD LETTUCE SHREDDED, CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), PRD ONION SPANISH DRY, PRD TOMATO LARGE (6x6)"
VEGETABLE BURGER,DELI BAR ENTREE,Dinner,Busch,"VEGAN VEGGIE BURGER-GARDEIN (WATER, COOKED BROWN RICE, CARROTS, ROASTED BELL PEPPERS, ROASTED ONIONS, ROLLED OATS, PEAS (SALT), CANOLA OIL, ROASTED CORN, SOY PROTEIN CONCENTRATE, METHYLCELLULOSE, YEAST EXTRACT, ORGANIC CANE SUGAR, SALT, DRIED GARLIC, GARLIC POWDER, ONION POWDER, SPICES, NATURAL FLAVORS, PAPRIKA, SEA SALT, CITRIC ACID.)"
CHEESY FRENCH RATATOUILLE,ENTREES,Dinner,Busch,"PRD EGGPLANT CASE, PRD ONION SPANISH DRY, PRD SQUASH ZUCCHINI 20#, PRD TOMATO LARGE (6x6), PRD PEPPER GREEN LARGE, WATER FRESH, CHEESE CHEDDAR SHREDDED (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLORING, POTATO STARCH, CORN STARCH, DEXTROSE, CALCIUM SULFATE), BREAD CRUMBS UNIT MADE, MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), OIL WESSON CANOLA 4/1GAL, SALT, PRD GARLIC PEELED FRESH GAL, BLACK PEPPER"
FRIED CHICKEN ADOBO,ENTREES,Dinner,Busch,"CHICKEN SHELL CUT 8 FRESH, FRYING OIL (EXPELLER PRESSED CANOLA OIL), FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), SALT, BLACK PEPPER, ADOBO MIX (LAWRY'S PEPPER SUPREME (SPICES (INCLUDING BLACK PEPPER, WHITE PEPPER, AND RED PEPPER), SALT, GARLIC, ONION, RED AND GREEN BELL PEPPERS, CHILI PEPPER, CITRIC ACID, NATURAL FLAVOR, EXTRACTIVES OF CAPSICUM, AND JALAPENO PEPPERS.), GROUND TURMERIC)"
PROTEIN PACKED BEAN CHILI,ENTREES,Dinner,Busch,"VEG TOMATO DICED, GROUND CORIANDER, PRD ONION SPANISH DRY, VEG BEANS PINTO (PINTO BEANS, WATER, SALT), PRD PEPPER GREEN LARGE, OIL WESSON CANOLA 4/1GAL, PRD PEPPER JALAPENO FRESH, DARK BROWN SUGAR, PRD GARLIC PEELED FRESH GAL, CHILI POWDER (CHILI PEPPER, SPICES, SALT, SILICON DIOXIDE (TO MAKE FREE FLOWING), AND GARLIC.), SALT, OREGANO LEAVES, GROUND CUMIN, ALLSPICE, GROUND CLOVES"
THAI SHRIMP RED COCONUT CURRY,ENTREES,Dinner,Busch,"FRZ FISH SHRIMP LG PDI 41-50CT T/OFF, PRD ONION SPANISH DRY, PRD TOMATO LARGE (6x6), PRD PEPPER RED * AVG 22/25#, CREAM OF COCONUT 15oz C.LOPEZ (COCONUT, SUGAR, WATER, POLYSORBATE 60, SORBITAN MONOSTEARATE, SALT, PROPYLENE GLYCOL ALGINATE, MONO AND DIGLYCERIDES (EMULSIFIERS), CITRIC ACID, GUAR GUM, LOCUST BEAN.), JUICE REAL LEMON 8/48oz (LEMON JUICE FROM CONCENTRATE (WATER, CONCENTRATED LEMON JUICE), AND LESS THAN 2% OF SODIUM BENZOATE, SODIUM METABISULFITE AND SODIUM SULFITE (PRESERVATIVES), AND LEMON OIL.), PASTE CURRY RED , PRD ONION GREEN SCALLION, OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL, PRD GINGER PEELED, HERB FRESH CILANTRO BUNCH"
BAKED BROWN RICE,STARCH & POTATOES,Dinner,Busch,"WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), SALT"
BROCCOLI W/ LEMON BUTTER,VEGGIES,Dinner,Busch,"PRD BROCCOLI FLORETTES 4/3#, LEMON BUTTER SAUCE (WATER FRESH, BUTTER PRINT SOLIDS 36/1lb, WINE CHABLIS CAPRI 3L, ROUX (BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN))), FRU PRD LEMONS 165ct, JUICE REAL LEMON 8/48oz (LEMON JUICE FROM CONCENTRATE (WATER, CONCENTRATED LEMON JUICE), AND LESS THAN 2% OF SODIUM BENZOATE, SODIUM METABISULFITE AND SODIUM SULFITE (PRESERVATIVES), AND LEMON OIL.), BASE CHICKEN (CHICKEN (INCLUDING MEAT, SKIN AND FAT), SALT, SUGAR, HYDROLYZED SOY PROTEIN, ONION POWDER, MALTODEXTRIN, FOOD STARCH � MODIFIED, POTATO FLOUR, YEAST EXTRACT, NATURAL FLAVORS (CONTAINS EGG), SPICES, TURMERIC, DISODIUM INOSINATE, DISODIUM GUANYLATE, GARLIC POWDER, CHICKEN BROTH, WHEY POWDER (MILK), AND POTATO MALTODEXTRIN.), SALT, BLACK PEPPER)"
TIRAMISU CUPCAKE,DESSERTS,Dinner,Busch,"TIRAMISU CUPCAKE (CAKE PUDDING BASIC (WHOLE FROZEN EGGS, VANILLA PUDDING CAKE MIX (SUGAR, MODIFIED CORN STARCH, WHEY (MILK), WHEAT GLUTEN, SALT, SODIUM ALUMINUM PHOSPHATE, SOYBEAN OIL, SODIUM BICARBONATE AND 2% OR LESS OF EACH OF THE FOLLOWING: PROPYLENE GLYCOL ESTERS OF FATTY ACIDS, MONO- AND DIGLYCERIDES, DIACETYL TARTARIC ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), ARTIFICIAL FLAVOR ), CAKE FLOUR PURASNOW (ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID)), COTTONSEED OIL, SUGAR GRANULATED, WATER FRESH, WATER FRESH), ICING BUTTER CREAM (SUGAR GRANULATED, SWEETEX SHORTENING (HIGH OLEIC SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, HYDROGENATED COTTONSEED OIL, MONO AND DIGLYCERIDES), SWEET BUTTER (CREAM, SALT), WATER FRESH, WHIPPING EGG WHITES (EGG WHITES, GUAR GUM, TRIETHYLCITRATE), LIGHT CORN SYRUP), BS COCOA ROYAL DUTCH POWDER (HIGH FAT COCOA POWDER PROCESSED WITH ALKALI) PRODUCED IN A FACILITY THAT ALSO USES PEANUTS AND TREE NUTS)"
"CLUB ROLL 6"" SLICED",BAKERY MISC,Dinner,Busch,"ROLL ROCKLAND CLUB 6"" SLICED (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,)"
ROLL LARGE BRIOCHE,BAKERY MISC,Dinner,Busch,
CTO AVOCADO TOAST,COOK TO ORDER BAR,Dinner,Busch,"FRU PRD AVOCADO RIPE CAL 48CT, PRD TOMATO PLUM, BACON LAYOUT 15 lbs (PORK BACON CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, LIQUID SMOKE, SODIUM ERYTHORBATE, SODIUM NITRITE.), BREAD HEALTH LOAF 8 GRAIN SLIC (WHOLE WHEAT FLOUR, WATER, ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DOUGH IMPROVER (SALT, VEGETABLE SHORTENING (SOYBEAN, COTTONSEED, AND/OR CANOLA OILS), DEXTROSE, SUGAR, SOY FLOUR, MONO AND DIGLYCERIDES, CORN STARCH, CONTAINS 2% OR LESS OF: (ASCORBIC ACID, L-CYSTEINE HYDROCHLORIDE, ENZYME), SOYBEAN OIL, FLAX SEEDS, SUNFLOWER SEEDS, SESAME SEEDS, WHOLE GRAIN OAT FLOUR, CALCIUM SULFATE, AND 2% OR LESS OF VITAMIN D3, MILLET, CRACKED WHEAT, WHEAT GLUTEN, YEAST, CALCIUM PROPIONATE, SOFTENER, (CALCIUM SULFATE, SALT, 2% OR LESS OF ENZYMES); SODIUM STEAROYL LACTYLATE.), BACON TURKEY LAY-OUT 2/5LBS, VEG FRZ PEAS 30LB, 0, BREAD TEXAS TOAST EGG THICK, OLIVE GREEK KALAMATA PITTED, PRD RADISHES CASE"
ALFREDO SAUCE,PIZZA/ PASTA,Dinner,Busch,"MILK LIGHT CREAM 1/2 GAL, GRATED PARMESAN, BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), KOSHER SALT, WHITE GROUND PEPPER"
BABY SPINACH,PIZZA/ PASTA,Dinner,Busch,PRD SPINACH BABY 4lbs
BROCCOLI AND RED PEPPER PIZZA,PIZZA/ PASTA,Dinner,Busch,"FRZ PIZZA CRUST 16"", SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), PRD PEPPER RED * AVG 22/25#, PRD BROCCOLI FLORETTES 4/3#, OIL VEGALENE SPRAY ALLERGEN FREE PAM (SUNFLOWER OIL SUNFLOWER LECITHIN, NATURAL FLAVOR, AND PROPELLANT)"
CHOPPED RED & GREEN PEPPERS,PIZZA/ PASTA,Dinner,Busch,"PRD PEPPER GREEN LARGE, PRD PEPPER RED * AVG 22/25#"
CHUNKY TOMATO BASIL SAUCE,PIZZA/ PASTA,Dinner,Busch,"VEG TOMATO WHOLE PEELED (VINE- RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% CALCIUM CHLORIDE, CITRIC ACID), VEG TOMATO CRUSHED SCLAFANI (TOMATOES, SALT), VEG TOMATO DICED, PRD ONION SPANISH DRY, WINE BURGUNDY CAPRI 3L, PRD GARLIC PEELED FRESH GAL, HERB FRESH BASIL CASE, OREGANO LEAVES, OIL OLIVE PURE, KOSHER SALT, BLACK PEPPER"
DICED TOFU,PIZZA/ PASTA,Dinner,Busch,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE)"
MUSHROOM RAVIOLI,PIZZA/ PASTA,Dinner,Busch,"WATER FRESH, PASTA RAVIOLI WILD MUSHROOM, AIOLI SAUCE (OIL OLIVE PURE, HERB FRESH BASIL BUNCH, PRD GARLIC PEELED FRESH GAL, SALT, BLACK PEPPER, HERB FRESH OREGANO), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). )"
PASTA MEDIUM SHELLS,PIZZA/ PASTA,Dinner,Busch,"WATER FRESH, PASTA CONCHIGLI RIGATE (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, VITAMINS/ MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIIN B2 (RIBOFLAVIN), FOLIC ACID. MAY CONTAIN EGGS.), OIL OLIVE 25%/75%"
PEPPERONI PIZZA,PIZZA/ PASTA,Dinner,Busch,"PIZZA SAUCE (VEG TOMATO WHOLE PEELED (VINE- RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% CALCIUM CHLORIDE, CITRIC ACID), OIL OLIVE 25%/75%, KOSHER SALT, ONION POWDER, GARLIC POWDER, FINE BLACK PEPPER, PARSLEY FLAKES, OREGANO LEAVES, BASIL LEAF), PIZZA DOUGH BALL , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), GRATED PARMESAN"
ROUND CHEESE PIZZA,PIZZA/ PASTA,Dinner,Busch,"PIZZA SAUCE (VEG TOMATO WHOLE PEELED (VINE- RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% CALCIUM CHLORIDE, CITRIC ACID), OIL OLIVE 25%/75%, KOSHER SALT, ONION POWDER, GARLIC POWDER, FINE BLACK PEPPER, PARSLEY FLAKES, OREGANO LEAVES, BASIL LEAF), FRZ PIZZA CRUST 16"", CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), GRATED PARMESAN"
SAUCE PESTO,PIZZA/ PASTA,Dinner,Busch,"SAUCE PESTO WITHOUT NUTS (FRESH BASIL, OLIVE OIL, IMPORTED ROMANO CHEESE, (PASTEURIZED SHEEP MIK, ENZYMES, SALT), FRESH GARLIC, WATER, SPICES, CITRIC ACID.)"
SLICED MUSHROOMS,PIZZA/ PASTA,Dinner,Busch,"PRD MUSHROOM 10# 1""-1.5"" DIAM"
CHICKEN SAUSAGE PATTY,BREAKFAST MEATS,Lunch,Livingston,
PORK SAUSAGE LINKS,BREAKFAST MEATS,Lunch,Livingston,"FRZ SAUSAGE CKD LINK 9/1 (PORK, WATER, CONTAINS LESS THAN 2% OF SALT, FLAVORINGS, DEXTROSE, SUGAR, ISOLATED CARROT PRODUCT.)"
SAVORY PLANT-BASED BREAKFAST PATTIES,BREAKFAST MEATS,Lunch,Livingston,"VEGAN BREAKFAST PATTY SAUS'AGE (WATER, SOY PROTEIN CONCENTRATE, CANOLA OIL, VITAL WHEAT GLUTEN, SOY PROTEIN ISOLATE, YEAST EXTRACT, CONTAINS 2% OR LESS OF METHYLCELLULOSE, ORGANIC CANE SUGAR, POTATO STARCH, SEA SALT, SPICES, SALT, NATURAL FLAVORS, ORGANIC CARAMEL COLOR, ONION POWDER, MALT EXTRACT (MALTED BARLEY, WATER), GARLIC POWDER, CANE SUGAR.)"
BELGIAN WAFFLES,BREAKFAST ENTREES,Lunch,Livingston,WATER FRESH
OATMEAL,BREAKFAST ENTREES,Lunch,Livingston,"WATER FRESH, CEREAL OLD FASHION OATMEAL"
PANCAKE,BREAKFAST ENTREES,Lunch,Livingston,"MILK WHOLE 5GAL, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), GRANULATED SUGAR, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE), BAKING POWDER (CORN STARCH, SODIUM BICARBONATE, SODIUM ALUMINUM SULFATE, MONOCALCIUM PHOSPHATE. ), SPICE VANILLA IMITATION (WATER, SUGAR, CARAMEL COLOR, ARTIFICIAL FLAVOR, CITRIC ACID, SODIUM BENZOATE.), SALT, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
SCRAMBLED EGGS,BREAKFAST ENTREES,Lunch,Livingston,"EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), MILK WHOLE 5GAL, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
ASSORTED CONTRACT MUFFINS,BREAKFAST BAKERY,Lunch,Livingston,MUFFIN ASSORTED CONTRACT REG
BAGEL WEEKEND ASSORTMENT,BREAKFAST BAKERY,Lunch,Livingston,BAGEL REG ASSORTMENT
HARD BOILED EGGS,BREAKFAST MISC,Lunch,Livingston,"EGGS FRESH X LARGE 15 DZ, WATER FRESH, SALT"
OATMEAL,BREAKFAST MISC,Lunch,Livingston,"WATER FRESH, CEREAL OLD FASHION OATMEAL"
BROCCOLI BUDS OP,SALAD BAR,Lunch,Livingston,PRD BROCCOLI FLORETTES 4/3#
BROCCOLI SALAD,SALAD BAR,Lunch,Livingston,"PRD BROCCOLI FLORETTES 4/3#, PRD PEPPER RED * AVG 22/25#, VINEGAR CIDER, PRD ONION GREEN SCALLION, DARK BROWN SUGAR, DRESSING MUSTARD GULD SPICY BROWN (VINEGAR, WATER, MUSTARD SEED, SALT, LESS THAN 2% OF: SPICES, TURMERIC), WATER FRESH, PRD LETTUCE ROMAINE HEARTS, BLACK PEPPER"
CUCUMBERS,SALAD BAR,Lunch,Livingston,PRD CUCUMBER
DICED TOFU,SALAD BAR,Lunch,Livingston,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE)"
LETTUCE,SALAD BAR,Lunch,Livingston,PRD LETTUCE ICEBERG 24HD
TOMATO WEDGES,SALAD BAR,Lunch,Livingston,PRD TOMATO LARGE (6x6)
SLOW SIMMERED LENTIL SOUP,SOUPS,Lunch,Livingston,"WATER FRESH, VEG DRY LENTILS 24/1LB, PRD ONION SPANISH DRY, BASE VEGETABLE LOW SODIUM, PRD CARROT, PRD CELERY PASCAL, MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), SALT, BLACK PEPPER"
DELI MEAT,DELI BAR ENTREE,Lunch,Livingston,
BAKED POTATOES,ENTREES,Lunch,Livingston,PRD POTATO IDAHO BAKERS 100
BREADED FRIED FLOUNDER,ENTREES,Lunch,Livingston,"FRZ FISH FLOUNDER BRD 4OZ, FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
BROCCOLI QUICHE,ENTREES,Lunch,Livingston,"SHELLS PIE 9"" , MILK 2% 5Gal, EGGS FRESH X LARGE 15 DZ, MILK LIGHT CREAM 1/2 GAL, PRD BROCCOLI, CHEESE SWISS 4x4 (PASTEURIZED MILK, CULTURE, SALT, ENZYMES), SALT, CAYENNE PEPPER"
CARAMELIZED ACORN SQUASH,ENTREES,Lunch,Livingston,"PRD SQUASH ACORN about 22-24ct, LIGHT BROWN SUGAR, OIL OLIVE PURE"
ROTISSERIE BUFFALO CHICKEN,ENTREES,Lunch,Livingston,"CHICKEN WHOLE FRESH, SAUCE FRANKS HOT 4/1gal (AGED CAYENNE RED PEPPER, DISTILLED VINEGAR, WATER, SALT, GARLIC POWDER), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), SPICE ROTISSERIE CHICKEN (SALT, ONION, SPICES, PAPRIKA, GARLIC, AND CITRIC ACID.)"
CRISPY CUBE POTATOES,STARCH & POTATOES,Lunch,Livingston,"POTATO SEASONED CRISPY CUBES, FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
ICED BROWNIE,DESSERTS,Lunch,Livingston,
GRILLED HOT DOGS,PUB,Lunch,Livingston,"FRANKS BEEF 8/1 BEST (5# BAG) (BEEF, WATER, SALT, FLAVORING, PAPRIKA, HYDROLYZED SOY AND CORN PROTEIN, SODIUM ERYTHORBATE, SODIUM NITRITE)"
